,time,data
2921,1162060.39730715,"[-0.021970979869365692, -0.01505235955119133, 0.02561105042695999, -0.026224900037050247, -0.02022152952849865, -0.01542344968765974, 0.020076310262084007, -0.025388849899172783, -0.011995740234851837, -0.02282189019024372, -0.007141880225390196, -0.020421069115400314, -0.011190510354936123, -0.0207858607172966, 0.03722827881574631, -0.016248490661382675, -0.010140960104763508, 0.01814570091664791, -0.021590780466794968, -0.029150519520044327, -0.014230960048735142, -0.012194260023534298, -0.01988385058939457, -0.0289866104722023, -0.031606659293174744, -0.027545159682631493, 0.053312938660383224, -0.015754010528326035, -0.020781470462679863, -0.02886619046330452, 0.06522330641746521, 0.01643994078040123, -0.005402475129812956, -0.008068225346505642, -0.008131849579513073, -0.005136474967002869, -0.006522925104945898, -0.006586899980902672, -0.006481400225311518, -0.010483000427484512, -0.004576600156724453, -0.007628775201737881, -0.00815030001103878, -0.005108749959617853, -0.006760225165635347, -0.006535000167787075, -0.0066126747988164425, -0.010303149931132793, -0.0034245250280946493, -0.007982599548995495, -0.007983449846506119, -0.0054605999030172825, -0.006475924979895353, -0.006564049981534481, -0.006411024834960699, -0.010325225070118904, 0.0, 2187166.0]"
2922,1162060.399260275,"[-0.016928279772400856, -0.011980059556663036, 0.03293013945221901, -0.023455459624528885, -0.016935240477323532, -0.010409319773316383, 0.027441659942269325, -0.02267974056303501, -0.011305590160191059, -0.02182368002831936, -0.0024899900890886784, -0.01864657923579216, -0.009680990129709244, -0.01881030946969986, 0.041414931416511536, -0.009958960115909576, -0.008611570112407207, 0.02352914959192276, -0.019488710910081863, -0.028502410277724266, -0.013117239810526371, -0.01028946042060852, -0.017568590119481087, -0.028031660243868828, -0.028401989489793777, -0.024590520188212395, 0.058003008365631104, -0.014810879714787006, -0.014139790087938309, -0.026584070175886154, 0.06937862932682037, 0.021812859922647476, -0.0054039498791098595, -0.00807110033929348, -0.008135524578392506, -0.005133625119924545, -0.006524974945932627, -0.006586224772036076, -0.006481424905359745, -0.01049019955098629, -0.00457392493262887, -0.007631499785929918, -0.008154050447046757, -0.005104099866002798, -0.006758424919098616, -0.006536100059747696, -0.006611600052565336, -0.010310850106179714, -0.003431200049817562, -0.007985775358974934, -0.007984975352883339, -0.0054529751650989056, -0.00647692522034049, -0.006566300056874752, -0.006408100016415119, -0.010328900068998337, 0.0, 2187167.0]"
2923,1162060.4012134,"[0.00619432982057333, -0.001337819965556264, 0.04358641058206558, -0.013327909633517265, -0.002983690006658435, 0.004186590202152729, 0.03846608102321625, -0.014731059782207012, -0.011224639602005482, -0.020716210827231407, 0.006437520030885935, -0.014359509572386742, -0.0068624201230704784, -0.01415674015879631, 0.047594040632247925, 0.0004887499962933362, -0.006068420130759478, 0.030407050624489784, -0.015179740265011787, -0.028494590893387794, -0.01139065995812416, -0.006655610166490078, -0.013395600020885468, -0.02718178927898407, -0.01982714980840683, -0.01656973920762539, 0.06545203924179077, -0.013850820250809193, -0.004227439872920513, -0.01819665916264057, 0.07597634196281433, 0.029136380180716515, -0.005389200057834387, -0.008058600127696991, -0.008120900020003319, -0.00511967483907938, -0.006515800021588802, -0.006571774836629629, -0.006469599902629852, -0.010476174764335155, -0.004570099990814924, -0.007618024945259094, -0.00814412534236908, -0.0051089501939713955, -0.006748124957084656, -0.006524474825710058, -0.0066014500334858894, -0.01029754988849163, -0.003432424971833825, -0.007976625114679337, -0.007973150350153446, -0.00546270003542304, -0.006464799866080284, -0.006556625012308359, -0.006392525043338537, -0.010315599851310253, 0.0, 2187168.0]"
2924,1162060.403166525,"[0.03789842873811722, 0.012619550339877605, 0.05290475860238075, 0.0011657299473881721, 0.020420130342245102, 0.019752560183405876, 0.048264749348163605, -0.005036639980971813, -0.011678989976644516, -0.01928628981113434, 0.014397390186786652, -0.009383509866893291, -0.003952359780669212, -0.009060939773917198, 0.052845969796180725, 0.009677460417151451, -0.003943809773772955, 0.035728588700294495, -0.011074310168623924, -0.029023049399256706, -0.00918268971145153, -0.003383429953828454, -0.009953360073268414, -0.02626596949994564, -0.010719790123403072, -0.007886400446295738, 0.0720076635479927, -0.012389440089464188, 0.004361249972134829, -0.006038719788193703, 0.08182395994663239, 0.03502516821026802, -0.005361475050449371, -0.008045350201427937, -0.008105100132524967, -0.005113049875944853, -0.006508400198072195, -0.00656317500397563, -0.0064600748009979725, -0.010462949983775616, -0.004550725221633911, -0.007605175022035837, -0.008129875175654888, -0.005094250198453665, -0.006738999858498573, -0.006517849862575531, -0.006594724953174591, -0.010282224975526333, -0.0033966500777751207, -0.007966174744069576, -0.007961800321936607, -0.005455149803310633, -0.006453100126236677, -0.006546599790453911, -0.00638512521982193, -0.010301800444722176, 0.0, 2187169.0]"
2925,1162060.40511965,"[0.04852953180670738, 0.017835240811109543, 0.05680270865559578, 0.006936530116945505, 0.03081008978188038, 0.02603089064359665, 0.05249632149934769, -0.0020238899160176516, -0.012727109715342522, -0.020214010030031204, 0.01711261086165905, -0.008639880456030369, -0.004332730080932379, -0.00830790027976036, 0.05474976822733879, 0.013030730187892914, -0.0049729798920452595, 0.03738081827759743, -0.010887609794735909, -0.03008260950446129, -0.009919360280036926, -0.003704260103404522, -0.010178489610552788, -0.027241669595241547, -0.007471200078725815, -0.00488911010324955, 0.07472697645425797, -0.012816290371119976, 0.007586129941046238, -0.0010540200164541602, 0.08388607203960419, 0.0371895395219326, -0.005321424920111895, -0.008026874624192715, -0.008089175447821617, -0.00510782515630126, -0.006497474852949381, -0.006553850136697292, -0.006448099855333567, -0.010442949831485748, -0.004529799800366163, -0.00759040005505085, -0.008115099743008614, -0.005099874921143055, -0.006727424915879965, -0.0065085249952971935, -0.006585900206118822, -0.010261975228786469, -0.003384825075045228, -0.00795077532529831, -0.007949975319206715, -0.005445099901407957, -0.006443925201892853, -0.006533999927341938, -0.006377425044775009, -0.01028482522815466, 0.0, 2187170.0]"
2926,1162060.407072775,"[0.027378620579838753, 0.006596290040761232, 0.051523178815841675, -0.004427220206707716, 0.014069830067455769, 0.015875939279794693, 0.04717668890953064, -0.011156019754707813, -0.013944420032203197, -0.02356738969683647, 0.011368859559297562, -0.014694609679281712, -0.009310830384492874, -0.014461680315434933, 0.051238540560007095, 0.0069336798042058945, -0.009523780085146427, 0.03319748863577843, -0.016591690480709076, -0.031236670911312103, -0.014119509607553482, -0.008978240191936493, -0.015610359609127045, -0.03001503087580204, -0.014147220179438591, -0.01169569045305252, 0.07110816240310669, -0.015933819115161896, 0.0020471899770200253, -0.009777460247278214, 0.08095484226942062, 0.0334017388522625, -0.00531709985807538, -0.008019349537789822, -0.008085399866104126, -0.005112225189805031, -0.006498849950730801, -0.006556900218129158, -0.006449275184422731, -0.010439525358378887, -0.0045222751796245575, -0.007591225206851959, -0.008112574927508831, -0.00509659992530942, -0.006728699896484613, -0.00650722486898303, -0.006587924901396036, -0.010259199887514114, -0.0033589249942451715, -0.007951900362968445, -0.007947400212287903, -0.00544155016541481, -0.006448499858379364, -0.0065355501137673855, -0.006378800142556429, -0.010283124633133411, 0.0, 2187171.0]"
2927,1162060.4090259,"[-0.010032949969172478, -0.010793729685246944, 0.039614688605070114, -0.022028500214219093, -0.012929090298712254, -0.004728400148451328, 0.03490075096487999, -0.02360674925148487, -0.014359859749674797, -0.024960879236459732, 0.0004417400050442666, -0.020893000066280365, -0.012861180119216442, -0.021063560619950294, 0.044327039271593094, -0.005036009941250086, -0.012185130268335342, 0.025069190189242363, -0.022356640547513962, -0.03157028183341026, -0.016168419271707535, -0.013492929749190807, -0.020903410390019417, -0.031158840283751488, -0.02623067982494831, -0.023314619436860085, 0.06315789371728897, -0.01742967963218689, -0.009124699980020523, -0.02437271922826767, 0.07384823262691498, 0.025133520364761353, -0.005333825014531612, -0.008022724650800228, -0.008088350296020508, -0.005116225220263004, -0.0065027750097215176, -0.00656217522919178, -0.006458649877458811, -0.0104416748508811, -0.004531174898147583, -0.00759502500295639, -0.008115525357425213, -0.005097275134176016, -0.0067356000654399395, -0.006509725004434586, -0.006593599915504456, -0.010262800380587578, -0.003371424973011017, -0.007955425418913364, -0.007951225154101849, -0.005441925022751093, -0.006453224923461676, -0.006538224872201681, -0.006382924970239401, -0.01028560008853674, 0.0, 2187172.0]"
2928,1162060.410979025,"[-0.022295759990811348, -0.016176709905266762, 0.02885011024773121, -0.02732791006565094, -0.02097979001700878, -0.015650970861315727, 0.023683330044150352, -0.02687719091773033, -0.01373990997672081, -0.024576259776949883, -0.0069128600880503654, -0.021939270198345184, -0.012963660061359406, -0.022313369438052177, 0.03855451941490173, -0.014554849825799465, -0.011976069770753384, 0.018576759845018387, -0.023312220349907875, -0.030897250398993492, -0.015906810760498047, -0.013949350453913212, -0.021732250228524208, -0.030740510672330856, -0.032231561839580536, -0.02841280959546566, 0.05593210831284523, -0.017260050401091576, -0.018489370122551918, -0.029594430699944496, 0.06750006973743439, 0.017901189625263214, -0.005359924864023924, -0.008044799789786339, -0.008105600252747536, -0.005111924838274717, -0.006516550201922655, -0.006576700136065483, -0.006472799926996231, -0.010461900383234024, -0.004563100170344114, -0.007613425143063068, -0.008130949921905994, -0.005109224934130907, -0.0067537748254835606, -0.006525699980556965, -0.00660937512293458, -0.010282374918460846, -0.00339302490465343, -0.007969925180077553, -0.00796707533299923, -0.005444224923849106, -0.006466600112617016, -0.0065541500225663185, -0.006397825200110674, -0.010304625146090984, 0.0, 2187173.0]"
2929,1162060.4129324001,"[-0.02280993014574051, -0.01579548977315426, 0.02451510913670063, -0.026953939348459244, -0.021026169881224632, -0.016199909150600433, 0.01901019923388958, -0.026181450113654137, -0.012597889639437199, -0.02346019074320793, -0.007923140190541744, -0.021077610552310944, -0.011913260444998741, -0.021445320919156075, 0.036437321454286575, -0.017366310581564903, -0.01081790030002594, 0.016849379986524582, -0.02235046960413456, -0.029738089069724083, -0.014842499978840351, -0.012926289811730385, -0.02070217952132225, -0.029621979221701622, -0.032264888286590576, -0.02822634018957615, 0.05267354100942612, -0.016322940587997437, -0.021896639838814735, -0.029453139752149582, 0.06472709774971008, 0.015425880439579487, -0.005386149976402521, -0.008059974759817123, -0.008121725171804428, -0.005111849866807461, -0.006525975186377764, -0.006580950226634741, -0.006477400194853544, -0.010474350303411484, -0.00458867521956563, -0.007627024780958891, -0.008142350241541862, -0.005116275046020746, -0.006759175099432468, -0.006535475142300129, -0.006615024991333485, -0.010294600389897823, -0.0034262249246239662, -0.00797902513295412, -0.00797677505761385, -0.005450400058180094, -0.006474900059401989, -0.0065606748685240746, -0.006404249928891659, -0.010318225249648094, 0.0, 2187174.0]"
2930,1162060.4148855251,"[-0.020478369668126106, -0.014112520031630993, 0.02845711074769497, -0.025350989773869514, -0.019170580431818962, -0.014048519544303417, 0.022789649665355682, -0.02452648989856243, -0.011610370129346848, -0.022325770929455757, -0.005487590096890926, -0.019764430820941925, -0.010614859871566296, -0.02003335952758789, 0.03870603069663048, -0.014123939909040928, -0.009462960064411163, 0.020329080522060394, -0.020855389535427094, -0.028774330392479897, -0.013705159537494183, -0.011469569988548756, -0.01907595992088318, -0.02850533090531826, -0.03062652051448822, -0.02666689082980156, 0.05485498905181885, -0.015273259952664375, -0.018270080909132957, -0.028164910152554512, 0.06667777895927429, 0.01854912005364895, -0.005400550086051226, -0.00807182490825653, -0.00813437532633543, -0.005127024836838245, -0.006534724961966276, -0.006585325114428997, -0.0064843748696148396, -0.010488349944353104, -0.004593375138938427, -0.007635899819433689, -0.008154625073075294, -0.005112249869853258, -0.006762375123798847, -0.006542100105434656, -0.006618550047278404, -0.0103085245937109, -0.003452549921348691, -0.007986499927937984, -0.007984274998307228, -0.0054708002135157585, -0.006481174845248461, -0.006563474889844656, -0.006409225054085255, -0.010328800417482853, 0.0, 2187175.0]"
2931,1162060.4168386501,"[-0.008958510123193264, -0.008192639797925949, 0.03785096853971481, -0.01997647061944008, -0.012444320134818554, -0.0046602399088442326, 0.03239687159657478, -0.01978606916964054, -0.011197689920663834, -0.02136302925646305, 0.00158353999722749, -0.017020730301737785, -0.008605250157415867, -0.016927450895309448, 0.04411407932639122, -0.005342990159988403, -0.00740981986746192, 0.026814930140972137, -0.017781980335712433, -0.028420669957995415, -0.012413919903337955, -0.008746590465307236, -0.01586090959608555, -0.027650540694594383, -0.024946460500359535, -0.021489780396223068, 0.061231520026922226, -0.014388710260391235, -0.009660869836807251, -0.023754969239234924, 0.07229098677635193, 0.025222860276699066, -0.005396475084125996, -0.008066174574196339, -0.00812860019505024, -0.00513872504234314, -0.006525400094687939, -0.006578349974006414, -0.006476350128650665, -0.010483874939382076, -0.004583499860018492, -0.007627550046890974, -0.008152450434863567, -0.005110925063490868, -0.006755600217729807, -0.006532774772495031, -0.006611324846744537, -0.01030460000038147, -0.003459974890574813, -0.007981950417160988, -0.007976549677550793, -0.005466574802994728, -0.006473650224506855, -0.006554475054144859, -0.006400874815881252, -0.0103216003626585, 0.0, 2187176.0]"
2932,1162060.4187917751,"[0.02282382920384407, 0.005475739948451519, 0.04839180037379265, -0.006364089902490377, 0.008261170238256454, 0.011960829608142376, 0.04342785105109215, -0.00997013971209526, -0.011344140395522118, -0.02000587061047554, 0.010712780058383942, -0.011857720091938972, -0.005341719835996628, -0.011478959582746029, 0.050201430916786194, 0.005249840207397938, -0.004590389784425497, 0.0332493782043457, -0.01305663026869297, -0.028659209609031677, -0.010182330384850502, -0.004813720006495714, -0.011605540290474892, -0.026687460020184517, -0.015226040035486221, -0.012266280129551888, 0.06866008043289185, -0.013180370442569256, 0.00011036999785574153, -0.012418280355632305, 0.07887764275074005, 0.032144881784915924, -0.005371325183659792, -0.008053249679505825, -0.008116849698126316, -0.005120850168168545, -0.006513524800539017, -0.006568499840795994, -0.006465449929237366, -0.010474074631929398, -0.004579300060868263, -0.007615675218403339, -0.008141149766743183, -0.0051033999770879745, -0.006747724954038858, -0.006523150019347668, -0.0066028498113155365, -0.010295649990439415, -0.0034276749938726425, -0.007975774817168713, -0.007966550067067146, -0.005450900178402662, -0.006464974954724312, -0.006550400052219629, -0.006391124799847603, -0.01030999980866909, 0.0, 2187177.0]"
